q=0.8,q=1,q=1.4
-0.020100338031198817,-0.016391520333229437,-0.039551712057004806
-0.01261434347597401,-0.01407348640148598,-0.09108693218161079
-0.025972365582873636,-0.022639613291090654,-0.05369209460388902
-0.02483183094642527,-0.024973114197223367,-0.04242451982977968
-0.005644308352998451,-0.024064689497521385,-0.10198794685857138
-0.0038873650823632033,-0.02595897668297198,-0.09558690317336982
-0.0018808511781571724,-0.014134917647680822,-0.042097269448760244
0.0018502127705062321,-0.01704089951076071,-0.05907851630695404
0.005035094730260425,-0.016958119607352273,-0.09777048522732912
-0.003552805851256835,-0.017634794634801665,-0.03503537037084925
-0.004381490130100474,-0.021657073906737878,-0.05500897853144693
-0.005851479002188853,-0.017545548901154007,-0.07181702639829268
-0.005314278390414984,-0.02152126561176715,-0.06058129408779678
0.0005842624524916573,-0.02427442357608811,-0.07676861266202195
0.0037769126486466575,-0.02715874678625596,-0.053854743958595463
0.0014493436354143796,-0.018842602954975973,-0.04289401392475156
-0.008711161269474132,-0.022086464705324715,-0.052515684963992726
-0.014773194306570758,-0.020049113136821006,-0.03531622883213004
-0.0017243005592604277,-0.018815782814556314,-0.06996887516515926
-0.0049760987844535975,-0.01619223640460632,-0.0678806192627519
-0.004745487765319467,-0.022838405714509236,-0.08596701758276026
-0.0013011276147949502,-0.018537827457322464,-0.04251436497048644
-0.005252538370143611,-0.017858655673848034,-0.023688174284558272
-0.0036754755132051287,-0.01782705375691762,-0.03327904499028023
0.00015167545794270154,-0.019707244270136925,-0.05563110249300962
-0.002061859957194656,-0.017709712307208747,-0.05369688292589103
-0.008705402469672663,-0.01918356306779856,-0.01573303442395968
-6.802322454291243e-05,-0.022305451849035762,-0.033650477100025
-0.0030443974932552464,-0.02131999704397458,-0.030355288598514107
-0.0017502798798432195,-0.01965910724823061,-0.0234988347134788
-0.0038615681918088285,-0.021175471521274858,-0.09357124359942759
0.0020960066804889266,-0.022157119267717462,-0.03200228748931977
-0.005181023438865395,-0.02410871600696396,-0.05903170578849881
-0.009594232746479747,-0.023608204507837627,-0.07619058279212254
0.0006194597929720658,-0.023493834892946097,-0.020710406703045692
0.0007091428404919498,-0.020336672984484494,-0.028960144346228844
-0.010396442804136541,-0.019717849201271065,-0.05224065899034258
0.003424281982319144,-0.025062492809553305,-0.04326771625977699
-0.0009791277205408733,-0.021241220431903685,-0.03108745648137301
-0.0030628761370508073,-0.022221152352784657,-0.0414593463891606
-0.006369624677034835,-0.024235162572779245,-0.02608651192380762
-0.01633376178438084,-0.0180876042037994,-0.03512471443627874
-0.0010326972845007276,-0.0207698156697802,-0.059368493440075554
-0.00019095726756290787,-0.02734600854131486,-0.06539653487163832
-0.0003846105473712669,-0.018315082285852213,-0.05519144635852058
0.002810750000264761,-0.023302398514516653,-0.05834477448127018
